src,true_meaning,literal_translation,mt_1,mt_2,mt_3,QE_mt_1,QE_mt_2,QE_mt_3,QE_true,QE_literal,QE_dataset_mt,DA_mt_1,DA_mt_2,DA_mt_3,DA_true,DA_literal,mt_best,QE_mt_best,mt_best_from,mt_best_DA_from,DA_mt_best,literal_gt_ref
अंधे के भाग्य में छेद,to have perpetual bad luck,a hole in the blind man’s fate,Misfortune of the Blind,Misfortune of the blind,Misfortune for the blind,0.1350257843732834,0.21006706357002258,0.2656625807285309,-0.4592711925506592,-0.19621999561786652,,0.5533640384674072,0.570577085018158,0.5577012300491333,0.9742465019226074,0.45609715580940247,Misfortune for the blind,0.2656625807285309,mt_3,mt_2,0.570577085018158,True
अंधे का भाग्य जागना,to get lucky suddenly,the blind man’s fortune awakens,Awakening the Luck of the Blind,Awakening the Luck of the Blind,Awakening the Luck of the Blind,-0.10166896879673004,-0.10166896879673004,-0.10166896879673004,-0.5303566455841064,-0.3293580114841461,,0.5007895827293396,0.5007895827293396,0.5007895827293396,0.986994743347168,0.5283514857292175,Awakening the Luck of the Blind,-0.10166896879673004,mt_1,mt_1,0.5007895827293396,True
अंधेरे में भटकना,to wander without direction,to wander in darkness,Shaking in the dark,Shaking in the dark,Shaking in the dark,-0.04477372393012047,-0.04477372393012047,-0.044773753732442856,0.05719674378633499,-0.02784734219312668,,0.5159928202629089,0.5159928202629089,0.5159928202629089,0.9798224568367004,0.8189581036567688,Shaking in the dark,-0.04477372393012047,mt_1,mt_1,0.5159928202629089,False
अंधा प्रेम अंधा परिणाम,blind love leads to trouble,"blind love, blind result",Dark love produces dark results.,Dark love produces dark results.,Dark love produces dark results.,0.45473548769950867,0.45473548769950867,0.45473530888557434,0.44670459628105164,0.23160198330879211,,0.8070546984672546,0.8070546984672546,0.8070546388626099,0.9882094860076904,0.8055801391601562,Dark love produces dark results.,0.45473548769950867,mt_1,mt_1,0.8070546984672546,False
अंधेरे में रहकर उजाला ढूँढना,to struggle for wisdom amidst ignorance,to seek light while staying in darkness,Struggling to find light in darkness,Searching for light while living in darkness,"Hiding in darkness, searching for a glimmer",0.2860866189002991,0.3508162200450897,0.23293592035770416,-0.16924643516540527,0.260290265083313,,0.6870608925819397,0.7029922604560852,0.6002283096313477,0.9682804942131042,0.6822078824043274,Searching for light while living in darkness,0.3508162200450897,mt_2,mt_2,0.7029922604560852,True
अंधे के हाथ दीपक लगना,to get help at the right time,a lamp attaching to a blind man’s hand,Putting a lamp in the hands of the blind,Putting a light in the hands of the blind,Putting a lamp in the hands of the blind,0.22858980298042297,0.13562744855880737,0.22858980298042297,-0.5132792592048645,-0.0453222282230854,,0.5264390707015991,0.5149575471878052,0.5264390707015991,0.9668180346488953,0.4189114272594452,Putting a lamp in the hands of the blind,0.22858980298042297,mt_1,mt_1,0.5264390707015991,True
अंधा भी रास्ता पहचान गया,even the unaware understood,even the blind recognized the way,The blind also found the way.,The blind also found the way.,The blind also found the way.,0.48132988810539246,0.48132988810539246,0.48132988810539246,-0.03077845275402069,0.47934165596961975,,0.634965717792511,0.634965717792511,0.634965717792511,0.9712293744087219,0.7333447337150574,The blind also found the way.,0.48132988810539246,mt_1,mt_1,0.634965717792511,True
अंधेरे से डरना,to fear ignorance or truth,to fear darkness,Fear of the dark,Fear of the dark,Fear of darkness,0.2628248333930969,0.2628248929977417,0.388529509305954,-0.03099970892071724,0.0068276189267635345,,0.7209957242012024,0.7209957242012024,0.7105412483215332,0.9776951670646667,0.7723392844200134,Fear of darkness,0.388529509305954,mt_3,mt_1,0.7209957242012024,True
अंधे को सीधा रास्ता दिखाना,to guide righteously,to show the straight path to a blind person,To show the direct path to the blind directly,To show the direct path to the blind directly,To show the direct path to the blind.,0.06653927266597748,0.06653927266597748,0.24071641266345978,-0.6205893754959106,0.37670236825942993,,0.6029687523841858,0.6029687523841858,0.6423077583312988,0.976708710193634,0.654796838760376,To show the direct path to the blind.,0.24071641266345978,mt_3,mt_3,0.6423077583312988,True
अंधेरे में दीप जलाना,to bring hope in darkness,to light a lamp in the dark,Lighting a lamp in darkness,Lighting a lamp in darkness,To light a lamp in darkness,0.3205277919769287,0.3205277919769287,0.12074534595012665,-0.21720264852046967,0.026271283626556396,,0.6578161716461182,0.6578161716461182,0.6962985992431641,0.974574625492096,0.669904887676239,Lighting a lamp in darkness,0.3205277919769287,mt_1,mt_3,0.6962985992431641,True
अंधेरे में ताकना,to look aimlessly,to gaze into the dark,Peering in darkness,Peering into the darkness,Peering in Darkness,0.0042818523943424225,0.014392796903848648,-0.11537402868270874,-0.27451929450035095,-0.17963439226150513,,0.5814217329025269,0.5863023400306702,0.5462935566902161,0.9764297604560852,0.6819139122962952,Peering into the darkness,0.014392796903848648,mt_2,mt_2,0.5863023400306702,True
अंधे को नजर आना,to gain realization unexpectedly,to become visible to a blind person,Seeing the blind,Seeing the blind,Seeing the blind,0.05679323151707649,0.05679323151707649,0.05679260566830635,-0.44984346628189087,-0.11861118674278259,,0.5195134878158569,0.5195134878158569,0.5195136666297913,0.9705532193183899,0.5701670050621033,Seeing the blind,0.05679323151707649,mt_1,mt_3,0.5195136666297913,True
अंधे का रास्ता रोकना,to block someone’s progress unjustly,to block the blind man’s path,To stop going the dark way,To block the path of the blind,Stopping Darkness,0.06262559443712234,0.35165679454803467,-0.1233944296836853,-0.14078600704669952,0.16331925988197327,,0.5602707862854004,0.5989417433738708,0.49269798398017883,0.9713404774665833,0.6434438824653625,To block the path of the blind,0.35165679454803467,mt_2,mt_2,0.5989417433738708,True
अंधेरे में खोज करना,to explore with uncertainty,to search in the dark,Searching in the dark,Searching in the dark,Searching in the dark,0.43372923135757446,0.43372923135757446,0.43372923135757446,-0.03529905155301094,0.020452965050935745,,0.6226851940155029,0.6226851940155029,0.6226851940155029,0.9744625091552734,0.6526706218719482,Searching in the dark,0.43372923135757446,mt_1,mt_1,0.6226851940155029,True
अंधे की चड्डी चुराना,to mock the helpless,to steal a blind man’s underpants,Stealing darkness through a hole,Stealing light from the blind,Stealing light from the blind,-0.7242570519447327,-0.5447778105735779,-0.5447778105735779,-0.645652711391449,-0.15448009967803955,,0.4258793294429779,0.5268842577934265,0.5268842577934265,0.9622552990913391,0.491484671831131,Stealing light from the blind,-0.5447778105735779,mt_2,mt_2,0.5268842577934265,True
अंधे को दर्पण देना,to give something useless to someone incapable,to give a mirror to a blind person,Showing a mirror to the blind,Giving a mirror to the blind,Showing a mirror to the blind,0.28706908226013184,0.3090883195400238,0.2870689928531647,-0.2669408917427063,0.06123742088675499,,0.46053412556648254,0.4918891489505768,0.46053406596183777,0.965804398059845,0.5394607782363892,Giving a mirror to the blind,0.3090883195400238,mt_2,mt_2,0.4918891489505768,True
अंधेरे का फायदा उठाना,to exploit ignorance,to take advantage of darkness,Harnessing the Benefit of Darkness,Making use of darkness,Using Darkness to One's Advantage,0.06909266114234924,0.10031603276729584,0.1879349797964096,0.2660682201385498,0.1737293303012848,,0.6385502219200134,0.7079216241836548,0.5811555981636047,0.9898386001586914,0.8055765628814697,Using Darkness to One's Advantage,0.1879349797964096,mt_3,mt_2,0.7079216241836548,False
अंधेरे में झांकना,to peep into the unknown,to peep into the dark,Peering in the dark,Peering in the dark,Peering in the dark,0.286957323551178,0.286957323551178,0.286957323551178,-0.04307687655091286,0.06232506409287453,,0.7524164915084839,0.7524164915084839,0.7524164915084839,0.9736120104789734,0.8536551594734192,Peering in the dark,0.286957323551178,mt_1,mt_1,0.7524164915084839,True
अंधेरे से बाहर आना,to come out of ignorance,to come out of darkness,Emerging from darkness,Emerging from darkness,Emerging from darkness,0.40357276797294617,0.40357276797294617,0.40357276797294617,-0.12599945068359375,0.18010637164115906,,0.6924439072608948,0.6924439072608948,0.6924439072608948,0.9777352213859558,0.8545766472816467,Emerging from darkness,0.40357276797294617,mt_1,mt_1,0.6924439072608948,True
अंधा राजा राज्य चलाना,incompetent leadership,a blind king running the kingdom,Ruling an illiterate kingdom,Ruling an ill-fated kingdom,Running an illiterate kingdom,0.1644219011068344,-0.00835110992193222,0.06921099126338959,0.03889155387878418,0.44548359513282776,,0.4977227747440338,0.4527295231819153,0.4985601603984833,0.9873319268226624,0.563940167427063,Ruling an illiterate kingdom,0.1644219011068344,mt_1,mt_3,0.4985601603984833,True
अंधे की झोपड़ी में रोशनी,to find hope where none was expected,light in the blind man’s hut,Light in the hut of the blind,Light in the hut of the blind,Light in the hut of the blind,0.3578988313674927,0.3578988313674927,0.3578988313674927,-0.3028818964958191,0.1872338056564331,,0.48993414640426636,0.48993414640426636,0.48993414640426636,0.9701352715492249,0.5191194415092468,Light in the hut of the blind,0.3578988313674927,mt_1,mt_1,0.48993414640426636,True
अंधा काँटा निकालना,to help at personal risk,to remove a thorn blindly,To extract the sharpness of the blind,To remove the blind anger,To extract sharpness (or edge),-0.42189091444015503,-0.24375304579734802,-0.46830761432647705,-0.5634957551956177,-0.29013150930404663,,0.4075414836406708,0.4812971353530884,0.4195655286312103,0.9747530221939087,0.4110962450504303,To remove the blind anger,-0.24375304579734802,mt_2,mt_2,0.4812971353530884,True
अंधा कानून चलाना,to enforce law without logic,to run/apply blind law,Enacting blind justice,Enacting blind laws,Operating an unjust law,0.07660563290119171,0.06610816717147827,0.407850444316864,0.21311117708683014,0.08131378889083862,,0.6373012661933899,0.551856517791748,0.7384024858474731,0.9797430634498596,0.6230512261390686,Operating an unjust law,0.407850444316864,mt_3,mt_3,0.7384024858474731,False
अंधे को अंधेरे में छोड़ना,to abandon someone helpless,to leave the blind in darkness,Leaving the blind in darkness,Leaving the blind in darkness,Leaving the blind in darkness,0.3366558849811554,0.3366558849811554,0.3366558849811554,-0.02069685235619545,0.09800326824188232,,0.5609531402587891,0.5609537363052368,0.5609537363052368,0.9806069731712341,0.6195551156997681,Leaving the blind in darkness,0.3366558849811554,mt_1,mt_2,0.5609537363052368,True
अंधेरे में रहना नहीं चाहिए,one should not stay ignorant,one should not stay in darkness,Living in darkness is not desired.,Living in darkness is not desirable.,Living in the dark is not desired.,0.3511236608028412,0.44359564781188965,0.2967151403427124,0.32716307044029236,0.5227504372596741,,0.673982560634613,0.6398172974586487,0.636399507522583,0.9867640137672424,0.8446937203407288,Living in darkness is not desirable.,0.44359564781188965,mt_2,mt_1,0.673982560634613,True
अंधे को दिशा देनी चाहिए,to help the clueless find their way,one should give direction to a blind person,The direction should be given to the blind.,Direction should be given to the blind.,Direction should be given to the blind.,0.33328890800476074,0.3505902886390686,0.3505902886390686,0.14079082012176514,0.40145495533943176,,0.6711205840110779,0.6826430559158325,0.6826430559158325,0.9700137972831726,0.6463731527328491,Direction should be given to the blind.,0.3505902886390686,mt_2,mt_2,0.6826430559158325,True
अंधेरे से डरना नहीं चाहिए,one should not fear truth,one should not fear darkness,There's no need to fear the dark.,There's no need to fear the dark.,There's no need to fear the dark.,0.4865283668041229,0.4865283668041229,0.4865283668041229,0.3753288984298706,0.6115602850914001,,0.7415229678153992,0.7415229082107544,0.7415229082107544,0.9861718416213989,0.904813289642334,There's no need to fear the dark.,0.4865283668041229,mt_1,mt_1,0.7415229678153992,True
अंधेरे में दीप जलाना अच्छा है,to bring light even when alone,it is good to light a lamp in the dark,Lighting a lamp in darkness is good.,Lighting a lamp in the dark is good.,Lighting a lamp in darkness is good.,0.3539202809333801,0.35918256640434265,0.3539202809333801,-0.061861637979745865,0.3896661102771759,,0.6312429308891296,0.6662722826004028,0.6312429308891296,0.9766854643821716,0.6610892415046692,Lighting a lamp in the dark is good.,0.35918256640434265,mt_2,mt_2,0.6662722826004028,True
धरती पर पैर रखना,to stay humble despite success,to place feet on the earth,To stand on the earth,To stand on the Earth,To stand on the earth,-0.42021283507347107,-0.49869248270988464,-0.42021283507347107,-0.13830719888210297,-0.2993225157260895,,0.5174245834350586,0.5109443664550781,0.5174245834350586,0.9746237397193909,0.5079067349433899,To stand on the earth,-0.42021283507347107,mt_1,mt_1,0.5174245834350586,False
आसमान से गिरना,to lose everything suddenly,to fall from the sky,To fall from the sky,To fall from the sky,To fall from the sky,-0.10914541780948639,-0.10914541780948639,-0.10914541780948639,-0.4845874011516571,-0.08323445916175842,,0.5412536263465881,0.5412536263465881,0.5412536263465881,0.979216992855072,0.5284042954444885,To fall from the sky,-0.10914541780948639,mt_1,mt_1,0.5412536263465881,True
हवा में उड़ना,to daydream or be overconfident,to fly in the air,Flying in the air,Flying in the air,Flying in the air,0.3674471378326416,0.3674471378326416,0.3674471378326416,-0.6200670003890991,0.08127877116203308,,0.3693794310092926,0.3693794310092926,0.3693794310092926,0.9672278761863708,0.42896419763565063,Flying in the air,0.3674471378326416,mt_1,mt_1,0.3693794310092926,True
पानी में रहकर मगर से बैर,to pick fights with powerful people,"living in water, enmity with the crocodile",Stay submerged with Magar under water,Staying in water with Magar under,Dwell under water with Mager,-0.2745220959186554,-0.23769262433052063,-0.1766161322593689,-0.4476737678050995,-0.07497134804725647,,0.35903459787368774,0.3904913365840912,0.3928079903125763,0.9615066647529602,0.4428098797798157,Dwell under water with Mager,-0.1766161322593689,mt_3,mt_3,0.3928079903125763,True
खुशियों के झूले झूलना,to live in joy,to swing on swings of happiness,Swinging in the joyfulness,Swinging in the joyfulness,To dance with the joy,-0.2757139205932617,-0.2757139205932617,-0.36101192235946655,-0.19494667649269104,-0.4732407033443451,,0.5563676357269287,0.5563676357269287,0.6488397717475891,0.9772108197212219,0.5049633383750916,Swinging in the joyfulness,-0.2757139205932617,mt_1,mt_3,0.6488397717475891,False
रंगीन मिज़ाज होना,to be flirtatious or fun-loving,to have a colorful temperament,Having a vibrant atmosphere,Having a vibrant atmosphere,Having a colorful atmosphere,-0.11706040799617767,-0.1170605719089508,0.1602468192577362,-0.04968303069472313,-0.13099318742752075,,0.6289101243019104,0.6289101243019104,0.675544023513794,0.9760924577713013,0.7290686964988708,Having a colorful atmosphere,0.1602468192577362,mt_3,mt_3,0.675544023513794,False
दिल से खेलना,to toy with someone’s feelings,to play with the heart,Play from the heart,Playing with the heart,Play from the heart,0.29413002729415894,0.32827824354171753,0.29413002729415894,-0.3569483458995819,0.2795570194721222,,0.5104947090148926,0.5544206500053406,0.5104947090148926,0.9664785265922546,0.5793877840042114,Playing with the heart,0.32827824354171753,mt_2,mt_2,0.5544206500053406,True
दिल का मामला,a romantic issue,matter of the heart,The feeling/emotion,The feeling/emotion,The feeling/emotion,-0.5440455079078674,-0.5440455079078674,-0.5440455079078674,0.17473958432674408,0.1361512392759323,,0.6210070252418518,0.6210070252418518,0.6210070252418518,0.9891314506530762,0.6847174763679504,The feeling/emotion,-0.5440455079078674,mt_1,mt_1,0.6210070252418518,False
दिल बड़ा रखना,to be generous or forgiving,to keep the heart big,"To keep the meaning and tone as closely as possible, the Hindi phrase ""दिल बड़ा रखना"" can be translated to English as:

""To keep one's heart""

This translation maintains the metaphorical nature of the original phrase, suggesting a careful or protective attitude towards one's emotions or feelings.","To keep the meaning and tone as closely as possible to the original Hindi phrase, which seems to be an idiom or saying, I would translate it as:

""Keep one's heart""

This conveys the idea of maintaining one's emotions or feelings in a way that is consistent with the original Hindi expression.","To keep the meaning and tone as is, and translate ""दिल बड़ा रखना"" to natural English, it can be translated as:

""To hold one's emotions""

This preserves the metaphorical reference to managing or controlling feelings or sentiments.",-0.14896249771118164,-0.021051183342933655,-0.31602537631988525,-0.3375835120677948,-0.06713716685771942,,0.4476434886455536,0.4228813648223877,0.4254752993583679,0.9758033156394958,0.45220455527305603,"To keep the meaning and tone as closely as possible to the original Hindi phrase, which seems to be an idiom or saying, I would translate it as:

""Keep one's heart""

This conveys the idea of maintaining one's emotions or feelings in a way that is consistent with the original Hindi expression.",-0.021051183342933655,mt_2,mt_1,0.4476434886455536,True
दिल छोटा मत करो,don’t lose hope,don’t make the heart small,Don't let your heart be small.,Don't let your heart be small.,Don't let your heart be small.,0.21168744564056396,0.21168744564056396,0.21168717741966248,0.14270330965518951,-0.013061907142400742,,0.6463891267776489,0.6463891267776489,0.6463893055915833,0.9869202971458435,0.6141632795333862,Don't let your heart be small.,0.21168744564056396,mt_1,mt_3,0.6463893055915833,False
दिल लगाना और तोड़ना,to fall in and out of love,to attach the heart and break it,To give and to take,To give and to take,To feel and let go,-0.3996084928512573,-0.3996084928512573,-0.13189294934272766,-0.16406257450580597,-0.4833531081676483,,0.46139445900917053,0.46139445900917053,0.5107452273368835,0.976208508014679,0.5231742262840271,To feel and let go,-0.13189294934272766,mt_3,mt_3,0.5107452273368835,False
दिल का बोझ हल्का करना,to share feelings and feel relieved,to lighten the heart’s burden,To soften one's heart,To soften one's heart,To soften one's heart,-0.2508196532726288,-0.2508196532726288,-0.2508196532726288,-0.30646976828575134,0.2171042263507843,,0.5933780074119568,0.5933780074119568,0.5933780074119568,0.9783452153205872,0.6850767135620117,To soften one's heart,-0.2508196532726288,mt_1,mt_1,0.5933780074119568,True
दिल से दिल का रिश्ता,a close emotional connection,heart-to-heart relationship,Heart to heart,Heart to heart,Heart to heart,0.06352798640727997,0.06352798640727997,0.06352798640727997,-0.08797504007816315,-0.051120396703481674,,0.4511530101299286,0.4511530101299286,0.4511530101299286,0.9847343564033508,0.5932794213294983,Heart to heart,0.06352798640727997,mt_1,mt_1,0.4511530101299286,True
दिल में आग लगाना,to provoke jealousy or passion,to set fire in the heart,Stoking the fire in my heart,To ignite passion in one's heart,Kindling Embers in the Heart,-0.12018987536430359,0.2825113832950592,-0.717876672744751,-0.1453123837709427,-0.21300414204597473,,0.4256533086299896,0.6489829421043396,0.3497007191181183,0.9786566495895386,0.43042895197868347,To ignite passion in one's heart,0.2825113832950592,mt_2,mt_2,0.6489829421043396,False
दिल देना और लेना,to love and reciprocate,to give and take the heart,Giving and receiving,Giving and taking,Giving and receiving,0.18600285053253174,0.029188375920057297,0.18600326776504517,-0.09873746335506439,-0.268267422914505,,0.638018012046814,0.5999549627304077,0.6380178332328796,0.9843500256538391,0.6002236008644104,Giving and receiving,0.18600326776504517,mt_3,mt_1,0.638018012046814,False
दिल पर राज करना,to rule someone’s heart,to rule over the heart,To rule one's heart,To rule one's heart,Controlling one's heart/to control one's emotions,0.012233193963766098,0.012233193963766098,-0.16791081428527832,0.08488385379314423,-0.3790278136730194,,0.9114375710487366,0.9114375710487366,0.6844300031661987,0.9804895520210266,0.7485817670822144,To rule one's heart,0.012233193963766098,mt_1,mt_1,0.9114375710487366,False
दिल पर बोझ होना,to feel guilt or heaviness,to have a burden on the heart,Feeling angry in one's heart,Feeling angry in one's heart,Feeling rage in one's heart,-0.03866663947701454,-0.03866663947701454,-0.06793279945850372,-0.08335906267166138,-0.07046283781528473,,0.5595612525939941,0.5595612525939941,0.5652536153793335,0.9651736617088318,0.6211841702461243,Feeling angry in one's heart,-0.03866663947701454,mt_1,mt_3,0.5652536153793335,True
दिमाग में खिचड़ी पकना,to overthink randomly,khichdi cooking in the mind,Cooking beans in the brain,Poking fun at one's brain,Making a mess in the brain,-0.5097722411155701,-0.3211061656475067,-0.30364224314689636,-0.6023317575454712,-0.624343991279602,,0.4128316342830658,0.47395065426826477,0.4574874937534332,0.9601361155509949,0.42421022057533264,Making a mess in the brain,-0.30364224314689636,mt_3,mt_2,0.47395065426826477,False
दिमाग का दही बनाना,to confuse someone completely,to make the brain into curd,Making milk of the brain,Making milk from the brain,Making the brain into milk (curd),-0.4795286953449249,-0.15620657801628113,-0.4406653344631195,-0.5541135668754578,-0.5497764348983765,,0.3410124182701111,0.381485253572464,0.36203721165657043,0.9772723317146301,0.4026758372783661,Making milk from the brain,-0.15620657801628113,mt_2,mt_2,0.381485253572464,True
दिमाग खपाना,to think very hard,to expend/wear out the brain,Brain food,Mind food,Brain food,-0.736297070980072,-0.6395849585533142,-0.7362973690032959,-0.4135737121105194,-0.8198889493942261,,0.4261114299297333,0.45711344480514526,0.4261114299297333,0.9759489297866821,0.4175381660461426,Mind food,-0.6395849585533142,mt_2,mt_2,0.45711344480514526,False
दिमाग लगाना ज़रूरी है,to use common sense,it is necessary to apply the brain,It's important to focus.,It's important to focus.,It's important to focus.,0.16889739036560059,0.16889791190624237,0.16889791190624237,0.009822700172662735,-0.5041802525520325,,0.6196311116218567,0.6196312308311462,0.6196312308311462,0.9878528714179993,0.5762993693351746,It's important to focus.,0.16889791190624237,mt_2,mt_2,0.6196312308311462,False
मुँह में ज़ुबान नहीं,to be timid or silent,no tongue in the mouth,There is no tooth in my mouth.,There is no tooth in my mouth.,There is no tooth in my mouth.,-0.2028859704732895,-0.2028859704732895,-0.2028859704732895,-0.47503185272216797,-0.131149560213089,,0.37598296999931335,0.37598296999931335,0.37598296999931335,0.9828421473503113,0.4003639221191406,There is no tooth in my mouth.,-0.2028859704732895,mt_1,mt_1,0.37598296999931335,True
मुँह पर बोलना,to speak directly,to speak on the face,Speaking with one's mouth,Mouth-talking,Speaking through one's mouth,0.09081202745437622,-0.2501540780067444,0.17120391130447388,-0.05546315386891365,-0.034948330372571945,,0.47754988074302673,0.5624142289161682,0.5462304949760437,0.9828094840049744,0.7453892827033997,Speaking through one's mouth,0.17120391130447388,mt_3,mt_2,0.5624142289161682,True
मुँह मीठा कराना,to celebrate success with sweets,to make the mouth sweet,To make one's mouth sweet,To make one's mouth sweet,Make my mouth sweet,-0.42759162187576294,-0.42759162187576294,-0.3065192401409149,-0.271402508020401,-0.3700557053089142,,0.6025634407997131,0.6025634407997131,0.5430879592895508,0.9706213474273682,0.6070532202720642,Make my mouth sweet,-0.3065192401409149,mt_3,mt_1,0.6025634407997131,False
नाक कटना,to lose honor,for the nose to be cut,Nosebleed,Cutting the nose,Nasal congestion,0.29809504747390747,-0.48232921957969666,0.5526065230369568,-1.0049563646316528,-0.5271684527397156,,0.420635849237442,0.48524340987205505,0.45398151874542236,0.9799399971961975,0.5344583988189697,Nasal congestion,0.5526065230369568,mt_3,mt_2,0.48524340987205505,True
नाक ऊँची करना,to make someone proud,to raise the nose high,To raise one's nose,To raise one's nose,To elevate the nose,-0.3077010214328766,-0.3077009916305542,-0.06302796304225922,-0.4182407259941101,0.25066694617271423,,0.4581899344921112,0.4581899046897888,0.5005195140838623,0.9786108136177063,0.4998053014278412,To elevate the nose,-0.06302796304225922,mt_3,mt_3,0.5005195140838623,True
नाक बचाना,to save face,to save the nose,"To keep the meaning and tone as requested, ""नाक बचाना"" in English translates to ""to keep the nose"" or more contextually ""to keep one's nose clean."" However, without additional context, it's also possible that this phrase could be interpreted as ""to maintain one's health,"" given the literal translation of ""nose"" (नाक) often being associated with health in Hindi. If you have a specific context in mind","To keep the meaning and tone as closely as possible, ""नाक बचाना"" in English translates to ""to keep the nose"" or more contextually, ""to breathe normally."" However, a more common and direct translation would be ""to breathe.""","To keep the meaning and tone as requested, ""नाक बचाना"" in English translates to:

""To keep the nose""

This conveys the literal meaning of the Hindi phrase, as ""नाक"" (nāk) refers to the nose, and ""बचाना"" (bachāna) means to keep or save. The tone implies a concern about preserving a part of one's physical appearance or function.",-0.2770302891731262,-0.3741888701915741,-0.2926419675350189,-0.2800477147102356,-0.28216812014579773,,0.477027028799057,0.46918609738349915,0.5054630637168884,0.9886212348937988,0.8231395483016968,"To keep the meaning and tone as requested, ""नाक बचाना"" in English translates to ""to keep the nose"" or more contextually ""to keep one's nose clean."" However, without additional context, it's also possible that this phrase could be interpreted as ""to maintain one's health,"" given the literal translation of ""nose"" (नाक) often being associated with health in Hindi. If you have a specific context in mind",-0.2770302891731262,mt_1,mt_3,0.5054630637168884,False
नाक दबाना,to force acceptance,to press the nose,To pinch the nose,To pinch the nose,To pinch the nose,-0.42379841208457947,-0.42379841208457947,-0.42379841208457947,-0.4731936752796173,-0.5203383564949036,,0.46787452697753906,0.46787452697753906,0.46787452697753906,0.984356164932251,0.4971705973148346,To pinch the nose,-0.42379841208457947,mt_1,mt_1,0.46787452697753906,False
नाक चढ़ाना,to act proudly,to raise the nose,To nosebleed/nose bleed,To nosebleed/nose bleed,To nosebleed/nose bleed,-0.9078623056411743,-0.9078623056411743,-0.9078639149665833,-0.6977332234382629,-0.5385475754737854,,0.35029807686805725,0.35029807686805725,0.35029807686805725,0.9754779934883118,0.49550583958625793,To nosebleed/nose bleed,-0.9078623056411743,mt_1,mt_1,0.35029807686805725,True
कान खड़े करना,to become alert,to make the ears stand up,To put one's ears in (or to plug one's ears),To put ears in (or plug ears),To put one's ears on (or To put one's ear on),-0.5353423953056335,-0.4046081304550171,-0.7381348609924316,-0.26187050342559814,-0.4050799310207367,,0.4377484619617462,0.40542373061180115,0.39143189787864685,0.9813748598098755,0.6112933158874512,To put ears in (or plug ears),-0.4046081304550171,mt_2,mt_1,0.4377484619617462,False
कान में बात डालना,to inform secretly,to put the matter into the ear,Talking into one's ear,Talking into one's ear,Talking about it in my ears,0.0891798734664917,0.0891798734664917,-0.27776721119880676,-0.6268578767776489,-0.4265964925289154,,0.465139240026474,0.465139240026474,0.49304288625717163,0.967915952205658,0.4729650914669037,Talking into one's ear,0.0891798734664917,mt_1,mt_3,0.49304288625717163,True
कान में जूँ न रेंगना,to remain unaffected,not even a louse crawls in the ear,Don't let your ears get warm,Don't let your ears get tangled,Don't scratch your ear,-0.5481463074684143,-0.46576863527297974,-0.6852878928184509,-0.7870175838470459,-0.6384455561637878,,0.37014445662498474,0.4219956696033478,0.3819231688976288,0.9788268208503723,0.3271819055080414,Don't let your ears get tangled,-0.46576863527297974,mt_2,mt_2,0.4219956696033478,True
पैरों तले ज़मीन खिसकना,to be shocked or panicked,the ground slipping from under the feet,Shaking the ground with my feet,Shaking the ground with my feet,Wobbling of ground beneath the feet,-0.09490849077701569,-0.09490849077701569,-0.03552616387605667,-0.6496595740318298,0.06489644944667816,,0.4164485037326813,0.4164485037326813,0.4275822341442108,0.9710871577262878,0.4157739281654358,Wobbling of ground beneath the feet,-0.03552616387605667,mt_3,mt_3,0.4275822341442108,True
पैर उखड़ना,to lose stability,for the feet to get uprooted,To drop one's legs or to bend one's knees,To drop one's limbs/limbs down,To kick/punt (something),-0.27951502799987793,-0.8137800693511963,-1.0047441720962524,-0.7108209133148193,-0.6244065165519714,,0.48450616002082825,0.42466798424720764,0.4457412660121918,0.9841930270195007,0.5617448091506958,To drop one's legs or to bend one's knees,-0.27951502799987793,mt_1,mt_1,0.48450616002082825,True
हाथ बाँधकर बैठना,to stay idle or helpless,to sit with hands tied,Holding hands while sitting,Restraint and sitting,Crossing your hands behind your back,0.3160770833492279,-0.38561031222343445,-0.13336394727230072,-0.37391915917396545,0.07645350694656372,,0.4757538139820099,0.5832834839820862,0.4296908378601074,0.9773159623146057,0.6525097489356995,Holding hands while sitting,0.3160770833492279,mt_1,mt_2,0.5832834839820862,True
हाथ उठाना,to hit or bless,to raise the hand,To raise one's hand,To raise one's hand,To raise one's hand,-0.16760851442813873,-0.16760851442813873,-0.16760851442813873,-0.7031018137931824,-0.049344684928655624,,0.5280563235282898,0.5280563235282898,0.5280563235282898,0.9770139455795288,0.5694705843925476,To raise one's hand,-0.16760851442813873,mt_1,mt_1,0.5280563235282898,True
हाथ साफ़ करना,to steal cleverly,to clean the hand,To wash one's hands,To wash one's hands,Washing hands,-0.08870168030261993,-0.08870166540145874,0.03428826853632927,-0.8814200758934021,-0.04756764695048332,,0.4605556130409241,0.4605556130409241,0.379116952419281,0.9687605500221252,0.5197975635528564,Washing hands,0.03428826853632927,mt_3,mt_1,0.4605556130409241,True
हाथ में खेलना,to control completely,to play in the hand,Playing with hands,Playing with hands,Playing with hands,0.2570408582687378,0.25704067945480347,0.2570408582687378,-0.7177205085754395,-0.1252341866493225,,0.41680169105529785,0.41680172085762024,0.41680169105529785,0.9813531041145325,0.4788629114627838,Playing with hands,0.2570408582687378,mt_1,mt_2,0.41680172085762024,True
