src,explanation_used,literal_used,final_translation,QE_final,QE_literal,QE_explanation,DA_final,DA_literal,DA_explanation,QE_final_gt_literal,DA_final_gt_literal
挨门逐户,Go from door to door (or house to house),Door to door,Go door to door.,-1.065225601196289,-0.8881153464317322,-0.2885061800479889,0.5900290012359619,0.5810591578483582,0.9718999266624451,0.0,1.0
去粗取精,Discard the dross and select the essential,To rough sperm extraction,Separate the wheat from the chaff.,-0.7469561100006104,-1.0128016471862793,-0.8942356705665588,0.5083717703819275,0.43010449409484863,0.9659496545791626,1.0,1.0
前思后想,Turn over in one's mind,Think before and after,think it over,-0.4344329535961151,-0.3695925772190094,-1.1368180513381958,0.6214969754219055,0.5314235091209412,0.9468281865119934,0.0,1.0
剜肉补疮,Resort to a remedy worse than the ailment,Gouging out sore,a cure worse than the disease,-0.7152515649795532,-1.2591921091079712,-0.7576525807380676,0.7114002704620361,0.371041864156723,0.9554293751716614,1.0,1.0
闭塞眼睛捉麻雀,Act blindly,Close your eyes to catch sparrows,Groping in the dark.,-0.8112801909446716,0.18936613202095032,-0.7048526406288147,0.47883227467536926,0.4885983169078827,0.9773312211036682,0.0,0.0
挖空心思,Rack (or cudgel) one's brains for,Rack your brains,Rack your brains.,-0.6131119132041931,-0.7217124104499817,-1.2757490873336792,0.537394642829895,0.5195183157920837,0.8899559378623962,1.0,1.0
开门见山,Put it bluntly,Straight to the point,Let's get straight to the point.,-0.2765328884124756,-0.23676440119743347,-0.3443623483181,0.6470722556114197,0.6777422428131104,0.9773348569869995,0.0,0.0
励兵秣马,Get ready for battle,Fighting for horses,Prepare for battle.,-0.4712272584438324,-0.721215546131134,-0.3405948579311371,0.9081104397773743,0.4647969901561737,0.9857813715934753,1.0,1.0
知其一，不知其二,Have only a one-sided view,"I know one, don't know the other",He only knows one side of the story.,-0.7748700380325317,-0.6777522563934326,-0.9402615427970886,0.6736565828323364,0.5137357115745544,0.9625482559204102,0.0,1.0
捕风捉影,Make groundless accusations,Catch the wind,Make baseless accusations.,-0.8209953904151917,-0.9451541304588318,-0.5820724368095398,0.9243276715278625,0.3721935451030731,0.9760262370109558,1.0,1.0
兵贵神速,Speed is precious in war,Soldiers are very fast,Speed is of the essence in war.,-0.3658486604690552,-0.3571716248989105,-0.2611478269100189,0.8680943846702576,0.652354896068573,0.9752330780029297,0.0,1.0
知无不言，言无不尽,Speak unreservedly,"Know everything, speak everything",Leave nothing unsaid.,-0.5272265672683716,-1.1909765005111694,-0.9498174786567688,0.6207573413848877,0.4542056620121002,0.9764268398284912,1.0,1.0
开门揖盗,Ask for trouble,Open the door,You're asking for trouble.,-0.8363266587257385,-0.33897751569747925,-0.9470841884613037,0.725339949131012,0.6373805403709412,0.9763866066932678,0.0,1.0
厚此薄彼,Discriminate against some and favor others,Favor one over another,play favorites,-0.9499198794364929,-0.7364396452903748,-0.6727221608161926,0.3746297061443329,0.46330738067626953,0.9679664969444275,0.0,0.0
厝火积薪,Put fire under piles of fuel (or firewood),House fire accumulated salary,courting disaster,-0.7145284414291382,-0.8009642958641052,-0.38966143131256104,0.30607298016548157,0.392612099647522,0.9584894180297852,1.0,0.0
兵戎相见,Resort (or appeal) to arms,See each other,take up arms against each other,-0.5807608366012573,-0.8155778050422668,-1.1017829179763794,0.538472056388855,0.42811664938926697,0.9628227949142456,1.0,1.0
捏手捏脚,Walk on tiptoe,Pinching hands and feet,Walk on tiptoe.,-1.0978127717971802,-0.0939326137304306,-1.0513545274734497,0.918042004108429,0.4850643575191498,0.9790743589401245,0.0,1.0
石沉大海,It disappears forever (or it has produced no reaction),Sinking into the sea,Vanished without a trace.,-0.1824902892112732,0.028364844620227814,-0.7802097201347351,0.6257447600364685,0.46793124079704285,0.9637975692749023,0.0,1.0
短兵相接,Engage in hand-to-hand fight (or in close combat),Hand in hand,Engage in hand-to-hand combat.,-0.7476047277450562,-1.0350412130355835,-0.6582823991775513,0.7979392409324646,0.397919237613678,0.9307177066802979,1.0,1.0
开天辟地,Epoch-making,Open up the world,a watershed moment,-0.616161048412323,-0.7138642072677612,-1.1297951936721802,0.5195372700691223,0.450305700302124,0.9734182953834534,1.0,1.0
却以其人之道，还治其人之身,Give somebody a dose of his own medicine,"But with the way of the people, he also treats the body of the people",Give someone a taste of their own medicine.,-1.1319364309310913,-0.8682738542556763,-1.3207119703292847,0.7615076303482056,0.4325038492679596,0.9470290541648865,0.0,1.0
舍本逐末,Attend to trifles to the neglect of essentials,Go to the bottom of the book,to miss the forest for the trees,-1.2778551578521729,-0.8657494187355042,-0.7826700806617737,0.37651553750038147,0.4734477698802948,0.9250787496566772,0.0,0.0
兔死狗烹,The hounds are killed for food once all the hares are bagged,Rabbit dead dog cooking,"Once they've served their purpose, they're discarded.",-1.233695387840271,-1.1261004209518433,-1.14853835105896,0.39059773087501526,0.343646377325058,0.9260873198509216,0.0,1.0
开花结果,Blossom bear fruit - yield positive results,Bloom and bear fruit,bear fruit,-0.5122166275978088,0.14521154761314392,-0.08005297183990479,0.6556176543235779,0.6752627491950989,0.9664475321769714,0.0,0.0
舍己救人,Sacrifice one's life to save others,Sacrifice oneself to save others,Risk one's life to save others.,0.07409274578094482,0.051844920963048935,0.16785724461078644,0.905013918876648,0.918602705001831,0.9746865034103394,1.0,0.0
开卷有益,Reading enriches the mind,Unwinding is beneficial,Reading is good for you.,-0.4404517114162445,-0.43250414729118347,-0.1374218463897705,0.7026357650756836,0.5270878076553345,0.9714066386222839,0.0,1.0
入国问俗,Learn about customs and habits of the country one goes to,Entering the country to ask about customs,"When in Rome, do as the Romans do.",-0.4094216227531433,-0.2538392245769501,-0.32743290066719055,0.5653699636459351,0.6160573363304138,0.9533632397651672,0.0,0.0
卸磨杀驴,Slaughter the donkey after it had done its job at the mill,Kill the donkey,Discard someone once they've served their purpose.,-0.8893226981163025,-0.5940359234809875,-0.4563449025154114,0.4916553199291229,0.5662720203399658,0.9532049298286438,0.0,0.0
弃车保帅,Make minor sacrifices to safeguard major interests,Abandon the car and protect the handsome,Lose the battle to win the war.,-0.7883304953575134,-0.7176616787910461,-0.22891144454479218,0.42056989669799805,0.38157084584236145,0.9646674990653992,0.0,1.0
舍生取义,Lay down one's life for a just cause,Sacrifice one's life,Lay down one's life for a just cause.,-0.5764732956886292,-0.6479505300521851,-0.5811607837677002,0.9405196905136108,0.7350765466690063,0.9625789523124695,1.0,1.0
开山祖师,A founder,The founder of the mountain,founding father,-0.5846729278564453,-0.846329391002655,-0.8055381178855896,0.7422559261322021,0.5986106991767883,0.9703001976013184,1.0,1.0
破涕为笑,(one's) tears melt into smiles (of face),Burst into laughter,Turn tears into smiles.,0.022005682811141014,0.2478090077638626,-0.48866191506385803,0.6563539505004883,0.4581202566623688,0.9219216108322144,0.0,1.0
破旧立新,Destroy the old and establish the new,Break the old and build the new,"Out with the old, in with the new.",-0.40137362480163574,-0.08567354083061218,-0.08447642624378204,0.7256264686584473,0.8250608444213867,0.9717628359794617,0.0,0.0
破釜沉舟,Cut off all means of retreat,Burn one's boats,There's no turning back.,-0.7701264023780823,-0.9973044991493225,-0.9833599925041199,0.5336999893188477,0.3956071138381958,0.9642406702041626,1.0,1.0
开源节流,Earn more income and cut down expenses,Open source and reduce expenditure,Increase revenue and cut costs.,0.042388081550598145,0.13396446406841278,0.017628848552703857,0.8390098214149475,0.6074933409690857,0.9777159094810486,0.0,1.0
兔死狐悲,Like mourns over the death of like,Rabbit dead fox sad,To commiserate with a fellow sufferer.,-0.9166334271430969,-0.9486969113349915,-1.35016667842865,0.5585076808929443,0.37961146235466003,0.9433004856109619,1.0,1.0
博而不精,Know something about everything,Possessed but not refined,"Jack of all trades, master of none.",-0.7177161574363708,-0.5673705339431763,-0.9189127087593079,0.3846844434738159,0.41809043288230896,0.9775047302246094,0.0,0.0
博闻强记,Have an encyclopedic knowledge,UBM Strong Kee,have an encyclopedic knowledge,-0.7201903462409973,-0.988218367099762,-0.6913292407989502,0.9515237212181091,0.3519032597541809,0.9694137573242188,1.0,1.0
冰炭不相容,As incompatible (or irreconcilable) as ice and hot coals,Charcoal is not compatible,As incompatible as fire and ice.,-0.06464366614818573,-0.18635764718055725,-0.014394409954547882,0.8349084258079529,0.5230972170829773,0.9498698115348816,1.0,1.0
前车之覆，后车之鉴,One should take warning from another's mistake,"Overlap from the previous car, learn from the future car",Learn from others' mistakes.,-0.4723733365535736,-1.0564743280410767,-0.853118896484375,0.8094477653503418,0.5240715146064758,0.9603806138038635,1.0,1.0
防不胜防,Impossible to defend effectively,Hard to guard against,You can't guard against it.,-0.738822877407074,-0.7659941911697388,-0.5342976450920105,0.6174581050872803,0.6551393866539001,0.9850851893424988,1.0,0.0
扫地以尽,Make a clean sweep,Sweep the floor,Make a clean sweep.,-0.6900240778923035,-0.5542586445808411,-0.6229685544967651,0.9463356137275696,0.739115297794342,0.9760599732398987,0.0,1.0
舍生忘死,Risk one's life,Forget about dying,risk one's life,-0.5509352087974548,-0.43580082058906555,-0.6433562636375427,0.9496604800224304,0.4965226948261261,0.9755609035491943,0.0,1.0
磨杵成针,Perseverance will prevail,Grind the pestle into a needle,"Where there's a will, there's a way.",-0.9693045020103455,-0.5286392569541931,-0.8390557765960693,0.43422678112983704,0.38083359599113464,0.9797014594078064,0.0,1.0
硕果仅存,One of the few still lest,Only fruit remains,one of the few left,-0.441208153963089,-0.13383415341377258,-0.578910768032074,0.7836235165596008,0.5788408517837524,0.9468005895614624,0.0,1.0
前事不忘，后事之师,"Past experience, if not forgotten, is a guide for the future",Past experience guide for the future,Learn from the past.,-0.9556788206100464,-1.1371883153915405,-0.7288057804107666,0.6620929837226868,0.7269092798233032,0.9551058411598206,1.0,0.0
南辕北辙,(as) wide as the poles are apart,The opposite is true,working at cross purposes,-0.8561514019966125,-0.5761365294456482,-1.1821833848953247,0.4689114987850189,0.5208544731140137,0.9414098858833313,0.0,0.0
防意如城,Guard the thoughts of the heart as you would defend a city,Defense is like a city,Keep your thoughts under lock and key.,-0.6204321384429932,-1.0415575504302979,-0.8869192004203796,0.5164108872413635,0.5190722942352295,0.9234753251075745,1.0,0.0
降龙伏虎,Subdue the dragon and tame the tiger - overcome powerful adversaries,Subduing the dragon and subduing the tiger,Defeat formidable foes.,-0.7555788159370422,-0.7475019693374634,-0.43889251351356506,0.5749399065971375,0.6695865392684937,0.9373782277107239,0.0,0.0
碍手碍脚,Be a hindrance,Get in the way,Get in the way.,-1.1702440977096558,-1.163641333580017,-1.1730014085769653,0.5420432686805725,0.5319259762763977,0.9501168131828308,0.0,1.0
排除万难,Surmount every difficulty (or obstacle),Against all odds,Overcome every obstacle,-0.15008658170700073,-0.15801836550235748,-0.12497156858444214,0.8153969645500183,0.5128113627433777,0.9672819375991821,1.0,1.0
神不知，鬼不觉,In great secrecy,"God does not know, ghost does not know",without anyone being the wiser,-1.08519446849823,-1.1046870946884155,-1.5589579343795776,0.4024142920970917,0.41343724727630615,0.9794145226478577,1.0,0.0
掉以轻心,Lower one's guard,Take it lightly,let your guard down,-0.4100728929042816,0.009890537708997726,-1.2716161012649536,0.7506135106086731,0.6126384139060974,0.9676204323768616,0.0,1.0
前人栽树，后人乘凉,Profiting by the labor of one's forefathers,"The predecessors planted the trees, the later generations enjoyed the shade",Enjoy the fruits of others' labors.,-0.7802578806877136,-0.4998514950275421,-0.7576568722724915,0.6742360591888428,0.5665082931518555,0.9433640837669373,0.0,1.0
半斤八两,Much of a muchness,Half a catty,"Six of one, half a dozen of the other.",-0.8011009693145752,-1.2578907012939453,-1.208495855331421,0.44471612572669983,0.43571773171424866,0.9583567976951599,1.0,1.0
除旧布新,"Ring out the old, ring in the new",Remove old cloth and new,"Out with the old, in with the new.",-0.3301273286342621,-0.866598904132843,-0.4657992422580719,0.7846848964691162,0.5056374073028564,0.9650335311889648,1.0,1.0
南征北战,Fight south and north on many fronts,South and North War,Fight on all fronts.,-0.5628077387809753,-0.6567514538764954,-0.446152925491333,0.8238797783851624,0.6859374046325684,0.9754100441932678,1.0,1.0
冰冻三尺，非一日之寒,The trouble has been brewing for quite some time,"Frozen three feet, not a day's cold",This didn't happen overnight.,-0.7146103978157043,-0.7423223853111267,-0.5147181153297424,0.5007830262184143,0.41432592272758484,0.9657185673713684,1.0,1.0
半途而废,"Stop (abandon, collapse, leave off, or give up) halfway",Give up halfway,Give up halfway through,0.25850218534469604,0.1839035004377365,-0.24922531843185425,0.6650119423866272,0.6597723960876465,0.9630054235458374,1.0,1.0
入乡随俗,When in Rome do as the Romans do,Do as the Romans do,"When in Rome, do as the Romans do.",-0.5279610753059387,-0.49989113211631775,-0.7054992318153381,0.8807099461555481,0.7960275411605835,0.945966362953186,0.0,1.0
神色自若,Be perfectly calm and collected,Look at ease,remain calm and collected,0.03378865867853165,-0.44563907384872437,-0.1383872777223587,0.929608166217804,0.4134775698184967,0.9809609055519104,1.0,1.0
除恶务尽,Uproot (all) evils,Do away with evil,Eradicate evil,-1.2223016023635864,-0.5274773240089417,-1.3516136407852173,0.6790935397148132,0.6118570566177368,0.9680166840553284,0.0,1.0
神采奕奕,Glowing with health and radiating vigor,In high spirits,Radiant and full of energy.,-0.3848865330219269,-0.4061363935470581,-0.44642171263694763,0.8115846514701843,0.4749163091182709,0.9749051332473755,1.0,1.0
挂一漏万,"For one thing cited, ten thousand may have been left out",Hang one leak,That's just the tip of the iceberg.,-0.9008252024650574,-1.3847477436065674,-1.112914800643921,0.4642038643360138,0.3738478720188141,0.9463269710540771,1.0,1.0
采薪之忧,Sickness,Worry about salary,fall ill,-0.6391680836677551,-0.2063024938106537,-1.0060867071151733,0.5870031118392944,0.5653087496757507,0.9826476573944092,0.0,1.0
升堂入室,Become highly proficient in one's profession,Ascension into the room,Master one's craft.,-0.7959274649620056,-0.3748466372489929,-0.6639667749404907,0.6319067478179932,0.4536702036857605,0.9647064208984375,0.0,1.0
阴错阳差,(a mistake or error due to) a strange combination of circumstances,Yin and yang difference,Through a bizarre set of circumstances.,-0.7302756905555725,-1.0114126205444336,-0.7316868901252747,0.588844895362854,0.3769768476486206,0.9563395977020264,1.0,1.0
探囊取物,An easy thing to do,Exploring the capsule,It's a piece of cake.,-0.7106860280036926,-0.27782386541366577,-0.5627356171607971,0.5533154606819153,0.4905478060245514,0.9686193466186523,0.0,1.0
祸不单行,It never rains but it pours,Misfortunes never come singly,"When it rains, it pours.",-1.0317556858062744,-0.6820685267448425,-1.1478179693222046,0.8256344199180603,0.47987374663352966,0.9693557620048523,0.0,1.0
陈陈相因,Follow a set routine,Chen Chen Xiangyin,Stick to the same old routine.,-0.6064459681510925,-0.7516329884529114,-0.5334922671318054,0.6978819966316223,0.3186112940311432,0.9803272485733032,1.0,1.0
千言万语,Countless words,A thousand words,I have so much to say.,-0.4479769468307495,-0.15555152297019958,-0.6487533450126648,0.5555750131607056,0.7181076407432556,0.9755310416221619,0.0,0.0
千载一时,An extremely rare chance,A thousand years,a once-in-a-lifetime opportunity,-0.5874468088150024,-1.061113953590393,-0.7618783116340637,0.5975036025047302,0.4380881190299988,0.9747117161750793,1.0,1.0
祸国殃民,Bring disaster (or calamity) to the country and the people,Harm the country and the people,bring disaster upon the country and its people,-0.46518227458000183,-0.5818862318992615,-0.44814977049827576,0.8214922547340393,0.6317711472511292,0.9477114081382751,1.0,1.0
力排众议,Prevail over all dissenting views,Against the odds,To overrule everyone's objections.,-0.5697693228721619,-0.6553497314453125,-0.05294649675488472,0.6120774745941162,0.54929518699646,0.9740381240844727,1.0,1.0
阳奉阴违,Comply in public but oppose in private,Yang follows yin,Say one thing and do another.,-0.7440620064735413,-1.102880597114563,-0.823004424571991,0.5535164475440979,0.3703436553478241,0.9634783267974854,1.0,1.0
劈头盖脸,(blow) direct in the face,Cover your face,He lashed into me.,-1.1806734800338745,-0.6301367878913879,-1.1996231079101562,0.5070375800132751,0.5275096297264099,0.9576546549797058,0.0,0.0
千载难逢,The chance of a lifetime,Once in a lifetime,A once-in-a-lifetime opportunity.,-0.1469377726316452,-0.5942992568016052,-0.8528993129730225,0.7669075131416321,0.7721896767616272,0.97141033411026,1.0,0.0
内忧外患,Domestic trouble and foreign invasion,Internal and external troubles,Beset by problems at home and abroad.,-0.44487908482551575,-0.031556036323308945,-0.1882529854774475,0.5907191634178162,0.7579659819602966,0.9707785248756409,0.0,0.0
接二连三,In quick succession,One after another,One after another.,-0.23001590371131897,-0.19271260499954224,-0.42536047101020813,0.6039661765098572,0.5872853994369507,0.9838598966598511,0.0,1.0
探骊得珠,One grasped the point of the theme,Exploring Li Dezhu,He hit the nail on the head.,-0.9945195317268372,-0.761148989200592,-0.6385350823402405,0.5246047377586365,0.36336973309516907,0.9564113020896912,0.0,1.0
隔墙有耳,Beware of eavesdroppers,Wall has ears,The walls have ears.,-0.13746467232704163,-0.2502564489841461,-0.4135473072528839,0.3964557945728302,0.4058501720428467,0.9694334268569946,1.0,0.0
福无双至,Blessings never come in pairs,Fu Wushuang arrives,Good fortune doesn't come twice.,-0.9107306003570557,-0.8076735138893127,-0.9060819745063782,0.6941352486610413,0.34373047947883606,0.9697449803352356,0.0,1.0
千山万水,A long and arduous journey,Thousands of mountains and rivers,A long and arduous journey.,-0.7250621914863586,-0.5553147792816162,-0.7169695496559143,0.9509672522544861,0.382259726524353,0.9715484380722046,0.0,1.0
秀而不实,Flowering but producing no fruit,Show but not truth,All show and no substance.,-0.5555759072303772,-0.7124870419502258,-0.6983047127723694,0.43682804703712463,0.3939044177532196,0.9704088568687439,1.0,1.0
推己及人,Do unto others what you would do unto yourself,Push yourself and others,Treat others as you'd like to be treated.,-0.3589036762714386,-0.6416006088256836,-0.3708069622516632,0.657411515712738,0.4508272409439087,0.9602094292640686,1.0,1.0
推波助澜,Add fuel to the fire,Fuel the flames,Add fuel to the fire.,-0.6500126719474792,-0.643803596496582,-0.6328469514846802,0.9366098046302795,0.7131476998329163,0.9683788418769836,0.0,1.0
内外交困,Be in dire straits at home and abroad,Internal and external difficulties,in dire straits at home and abroad,-0.31138917803764343,-0.016283243894577026,-0.5861438512802124,0.9129690527915955,0.6838807463645935,0.9634063839912415,0.0,1.0
先斩后奏,(ancient general) empowered to kill first then report later,Cut before play,"Shoot first, ask questions later.",-0.5249672532081604,-1.0842814445495605,-0.8744764924049377,0.5672479271888733,0.38133570551872253,0.946899950504303,1.0,1.0
千锤百炼,Be revised and rewritten many times,Thousands of trials and hardships,Honed through countless revisions.,-0.7044742703437805,-0.4079665243625641,-0.858642041683197,0.6718555092811584,0.4608982503414154,0.9599190354347229,0.0,1.0
随波逐流,Follow the current (or crowd),Go with the flow,Go with the flow.,0.21923914551734924,0.35959890484809875,-0.3078555762767792,0.7542580366134644,0.7581549286842346,0.9736496806144714,0.0,0.0
隔岸观火,Look on at somebody's trouble with indifference,Watching the fire from the other side,Stand idly by while others suffer.,-0.26025500893592834,0.008459940552711487,-0.39295509457588196,0.6172479391098022,0.5062405467033386,0.9623338580131531,0.0,1.0
千奇百怪,All sorts (or kinds) of strange things,All kinds of strange,All sorts of strange things.,-0.33047452569007874,-0.39068055152893066,-0.6403327584266663,0.8603166937828064,0.8226510882377625,0.9672296047210693,1.0,1.0
私相授受,Make an illicit transfer,Give and receive privately,Strike a secret deal.,-0.7903364300727844,-0.3568541705608368,-0.9054644703865051,0.5175856947898865,0.5054187774658203,0.9686192274093628,0.0,1.0
推荐让能,Select the capable men and put them in power,Recommend to enable,Put the right people in charge.,-0.2408680021762848,-0.8844800591468811,-0.047623079270124435,0.7412158846855164,0.42865222692489624,0.9588766694068909,1.0,1.0
秋风扫落叶,Wipe out the corrupt and the evil easily,Autumn wind sweeps leaves,Clean house,-1.0828872919082642,-0.06192145124077797,-1.0170305967330933,0.41192540526390076,0.44629836082458496,0.9306423664093018,0.0,0.0
推襟送抱,Treat somebody with sincerity,Push the placket,Welcome someone with open arms.,-0.48195162415504456,-1.0039094686508179,-0.5913246273994446,0.548162043094635,0.3930036425590515,0.9678046107292175,1.0,1.0
随风转舵,Take one's cue from changing conditions,Turn the rudder with the wind,Trim your sails.,-1.0540913343429565,-0.41939449310302734,-0.5330671668052673,0.4455738067626953,0.47248440980911255,0.9664746522903442,0.0,0.0
刀山火海,A mountain of swords and a sea of flames,Knife mountain and sea of fire,Through hell and back,-0.8195798993110657,-0.6494113206863403,-0.19702962040901184,0.42746466398239136,0.6884639859199524,0.9615668654441833,0.0,0.0
切磋琢磨,Compare notes,Learn from each other,Compare notes.,-0.5989806652069092,0.016393009573221207,-0.5431800484657288,0.9314759373664856,0.5784999132156372,0.977062463760376,0.0,1.0
千古奇谈,Strange stories of the ages,Legends through the ages,Strange tales through the ages,-0.16823992133140564,-0.21870893239974976,-0.6674151420593262,0.907305121421814,0.8048678040504456,0.9703584313392639,1.0,1.0
种瓜得瓜，种豆得豆,"As you sow, so will you reap",You get what you sow,You reap what you sow.,-0.8754271864891052,-1.0047760009765625,-0.9360310435295105,0.8414071202278137,0.7783417701721191,0.9596917033195496,1.0,1.0
随心所欲,Have (or get) one's own way,Do whatever you want,Do as you please.,-0.1845729649066925,-0.17524182796478271,-1.0069905519485474,0.62999027967453,0.6229280829429626,0.9609628915786743,0.0,1.0
两面三刀,Double-faced tactics,Three swords on both sides,playing both sides,-0.7880697846412659,-0.5139016509056091,-0.7335038185119629,0.5033476948738098,0.5619359016418457,0.9820184707641602,0.0,0.0
秋毫无犯,(of highly disciplined troops) not commit the slightest offence against the civilians,Autumn is innocent,Not so much as lay a finger on the civilians.,-0.9145713448524475,-0.8506646752357483,-0.44899263978004456,0.4874018728733063,0.3738255202770233,0.9192494750022888,0.0,1.0
隐晦曲折,Veiled and round-about,Obscure twists and turns,convoluted and obscure,0.17733649909496307,0.2918078899383545,-0.7774567008018494,0.7274179458618164,0.5896806120872498,0.9708420634269714,0.0,1.0
千虑一得,Even a fool occasionally hits on a good idea,All things considered,Even a fool can be right once in a while.,-0.6481074094772339,-0.8967965841293335,-0.5329557061195374,0.7337692379951477,0.3882916271686554,0.9528959393501282,1.0,1.0
凯旋归来,Return with flying colors,Return with glory,Come back triumphant.,-0.14172932505607605,-0.2573218047618866,-0.26151934266090393,0.7039685249328613,0.7720163464546204,0.981590211391449,1.0,0.0
推三阻四,Give or given the runaround,Push three block four,give someone the runaround,-1.315505027770996,-1.0743001699447632,-1.5068254470825195,0.7166981101036072,0.44693148136138916,0.9246076941490173,0.0,1.0
千里送鹅毛,"But sent from afar, it conveys deep feeling",Send goose feathers for thousands of miles,A small gift from afar speaks volumes.,-0.3823998272418976,-0.10530450940132141,-0.7126712203025818,0.6497975587844849,0.4417676329612732,0.9558860659599304,0.0,1.0
推心置腹,Show the greatest consideration or confidence (treat somebody as oneself),Heart to heart,Treat someone like family.,-0.8311709761619568,-1.167229413986206,-0.7507839798927307,0.6759558320045471,0.36007848381996155,0.9436282515525818,1.0,1.0
千难万险,Numerous dangers and hazards,In all dangers,through countless dangers,-0.32772231101989746,-0.6006487011909485,-0.2634669542312622,0.7215432524681091,0.61459881067276,0.9817346334457397,1.0,1.0
出头露面,(be) in the limelight,Make an appearance,Step into the spotlight.,-0.6151987314224243,-0.7909603714942932,-1.0195460319519043,0.7457109093666077,0.5527283549308777,0.9698501229286194,1.0,1.0
措置裕如,Manage one's work (or affairs) easily and leisurely,Take care of yourself,Handle things with ease.,-0.39347198605537415,-0.48129352927207947,-0.3342089056968689,0.6612440943717957,0.4958820044994354,0.9488917589187622,1.0,1.0
雅俗共赏,Give pleasure both to the refined and the vulgar,Both refined and popular,Appeals to both highbrow and lowbrow audiences.,-0.6277626156806946,-0.5226351022720337,-0.6428163647651672,0.4808415472507477,0.6602179408073425,0.9391518831253052,0.0,0.0
称兄道弟,Be on intimate terms,Call each other brothers,be like brothers,-0.8627080321311951,-0.757919430732727,-0.8698225021362305,0.5337074995040894,0.5278987288475037,0.9708685278892517,0.0,1.0
措手不及,Be caught unaware (or unprepared),Caught off guard,Caught off guard.,-0.6197035908699036,-0.8069506287574768,-0.7700496315956116,0.6050930619239807,0.5525779128074646,0.9581657648086548,1.0,1.0
称孤道寡,Act like an absolute ruler,Act like an absolute monarch,Act like a king.,-0.8934044241905212,-0.7959148287773132,-0.8321831226348877,0.7234020829200745,0.8353866934776306,0.9700294137001038,0.0,0.0
千里之行，始于足下,A thousand-li journey starts with the first step,A thousand miles begins with a single step,A journey of a thousand miles begins with a single step.,-0.04444412514567375,-0.19591324031352997,-0.3964172899723053,0.8591457605361938,0.8480014204978943,0.9584140181541443,1.0,1.0
隐恶扬善,Hide somebody's wrongdoing and praise his good deeds,Hide evil and promote good,Cover up their faults and sing their praises.,-0.6157469153404236,-0.32398882508277893,-0.4190806746482849,0.6488890647888184,0.6965710520744324,0.9525982737541199,0.0,0.0
集腋成裘,Many drops of water make an ocean,Combine armpits into fur,Every little bit helps.,-0.9915171265602112,-1.1456724405288696,-0.8814768195152283,0.43261393904685974,0.3202933073043823,0.9602954387664795,1.0,1.0
积年累月,For months and years,Over the years,Over the years.,-0.04757903143763542,-0.026213843375444412,-0.6715190410614014,0.6231831908226013,0.6359786987304688,0.9714105129241943,0.0,0.0
千里之堤，溃于蚁穴,Slight negligence may lead to a great disaster,The embankment of a thousand miles collapses in the ant's nest,A small leak can sink a great ship.,-0.40771183371543884,-0.6872667074203491,-0.4759179353713989,0.7081477642059326,0.45407333970069885,0.9605594277381897,1.0,1.0
称王称霸,Act like an overlord,Lord it over,lord it over,-0.8361675143241882,-1.220224142074585,-0.4657972753047943,0.6382209062576294,0.5251657366752625,0.9769580364227295,1.0,1.0
功到自然成,Constant effort yields sure success,Success comes naturally,Hard work pays off.,-0.47871148586273193,-0.17921842634677887,-0.46884045004844666,0.7560979723930359,0.7782272696495056,0.9782553911209106,0.0,0.0
掩耳盗铃,Self-deception,Stealing the bell,You're just fooling yourself.,-0.9075919985771179,-0.7725395560264587,-0.8839508295059204,0.5614758729934692,0.39236995577812195,0.9822762608528137,0.0,1.0
功败垂成,Fail when success is already in sight,Success or failure,To snatch defeat from the jaws of victory.,-0.9237377047538757,-0.34868404269218445,-0.3762623965740204,0.4515073597431183,0.6490218043327332,0.970189094543457,0.0,0.0
千夫所指,Be universally condemned,Thousands of people refer to,be universally condemned,-1.0629075765609741,-1.2340432405471802,-0.9783138632774353,0.9461947083473206,0.4543048143386841,0.9704565405845642,1.0,1.0
插翅难飞,Unable to escape even if given wings,Hard to fly,"Even with wings, you can't escape.",-0.5946676135063171,-0.7352331876754761,-0.5823740363121033,0.7142361998558044,0.43543294072151184,0.9598646759986877,1.0,1.0
雕虫小技,Insignificant skill (especially in writing),Bug carving tricks,just a parlor trick.,-0.677394449710846,-0.40917307138442993,-0.590227484703064,0.393198698759079,0.4021827280521393,0.9645457863807678,0.0,0.0
积谷防饥,Accumulate grains against famine,Accumulate grain to prevent hunger,Save grain for a rainy day.,-0.2780210077762604,-0.20456179976463318,-0.32877102494239807,0.6046028733253479,0.8632772564888,0.9767617583274841,0.0,0.0
积重难返,Old habits are difficult to get rid of,Hard to return,Old habits die hard.,-1.2551233768463135,-1.1057904958724976,-0.39333051443099976,0.5910568237304688,0.45567163825035095,0.9668663144111633,0.0,1.0
出生入死,(be) through thick and thin,Go through fire and water,stick together through thick and thin,-0.7626744508743286,-0.4295835793018341,-1.1281400918960571,0.7872433066368103,0.5511212944984436,0.9463956356048584,0.0,1.0
离乡背井,Leave one's native district,Away from home,leave one's hometown,-0.5887323021888733,-0.663541316986084,-0.5734265446662903,0.9030987620353699,0.6440886855125427,0.9766485095024109,1.0,1.0
冷眼旁观,Stand aloof and look on with cold indifference,Sit on the sidelines,Sit on the sidelines,-0.07942669093608856,-0.07942669093608856,0.32787251472473145,0.5785881876945496,0.5785881876945496,0.9693693518638611,0.0,0.0
